"slot","category","partId","displayName","inferredOriginalCode","originalNameKr","originalDescriptionKr","source_relative_path","model_path","texture_output","vertices","triangles","xfi_path","xfi_header","xfi_header_kind","attachSlot","attachVariant","transformCount","transformTranslations","directionRangeCount","directionRanges","parseStatus"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm12_onms","에너맥스","3012","에너맥스","특수기술(키보드 C) 버튼을 눌러 100와트를 소모해서 선택된 범위안의 지상 유닛의 체력을 (100+체력*0.1)만큼 회복시켜 줍니다.","datan\common\arm12_onms.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm12_onms_efa25324.obj","","104","106","datan/common/arm12_onms.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm13_prs","팔랑스","3013","팔랑스","적 유닛 공격 시 적 유닛의 방어력을 1.5배로 인식합니다.","datan\common\arm13_prs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm13_prs_506c6fbf.obj","","272","216","datan/common/arm13_prs.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm14_hbsz","Arm14 Hbsz","3014","","","datan\common\arm14_hbsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm14_hbsz_04ed14da.obj","","321","221","datan/common/arm14_hbsz.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:115|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm15_hdkn","핸드케넌","3015","핸드케넌","적 유닛의 방어력 30을 무시합니다.","datan\common\arm15_hdkn.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm15_hdkn_75ab9b21.obj","","373","321","datan/common/arm15_hdkn.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm16_mgbr","Arm16 Mgbr","3016","","","datan\common\arm16_mgbr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm16_mgbr_3f89d892.obj","","392","302","datan/common/arm16_mgbr.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm17_prrs","프롤릭스","3017","프롤릭스","적 유닛의 방어력 5를 무시합니다. 노말","datan\common\arm17_prrs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm17_prrs_13e8b933.obj","","240","266","datan/common/arm17_prrs.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm18_knst","캐니스터","3018","캐니스터","","datan\common\arm18_knst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm18_knst_c1fdf073.obj","","244","232","datan/common/arm18_knst.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm19_roz","레이저","3019","레이저","","datan\common\arm19_roz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm19_roz_611f470e.obj","","246","260","datan/common/arm19_roz.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm2_hbbr","Arm2 Hbbr","3002","","","datan\common\arm2_hbbr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm2_hbbr_b60c5fe0.obj","","389","309","datan/common/arm2_hbbr.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm20_rkto","로켓티어","3020","로켓티어","","datan\common\arm20_rkto.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm20_rkto_aae07f0f.obj","","264","328","datan/common/arm20_rkto.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm21_nmsz","네메시즈","3021","네메시즈","","datan\common\arm21_nmsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm21_nmsz_3025b871.obj","","234","199","datan/common/arm21_nmsz.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm22_bsrsk","바실리스크","3022","바실리스크","적 유닛의 방어력 30을 무시합니다.","datan\common\arm22_bsrsk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm22_bsrsk_bc100de3.obj","","277","210","datan/common/arm22_bsrsk.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm23_rkog","리코일건","3023","리코일건","","datan\common\arm23_rkog.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm23_rkog_8b60d926.obj","datan_common_arm23_rkog_8b60d926.bmp","628","394","datan/common/arm23_rkog.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:110:120|4:75:90|5:105:110|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm24_bzk","바주카","3024","바주카","","datan\common\arm24_bzk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm24_bzk_2d7ab4fb.obj","","566","444","datan/common/arm24_bzk.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:110:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm25_skoob","쇼크웨이브","3025","쇼크웨이브","적 유닛의 방어력 20을 무시합니다.","datan\common\arm25_skoob.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm25_skoob_229cc6db.obj","","155","113","datan/common/arm25_skoob.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm26_srmd","사라만다","3026","사라만다","","datan\common\arm26_srmd.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm26_srmd_f4149406.obj","","263","213","datan/common/arm26_srmd.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm27_stst","슈팅스타","3027","슈팅스타","","datan\common\arm27_stst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm27_stst_62131fa9.obj","","285","232","datan/common/arm27_stst.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm28_ozs","이지스","3028","이지스","특수기술(키보드 C) 버튼을 눌러 150와트를 소모해서 선택된 범위안의 지상 및 공중 유닛의 방어력이 20 증가하는 방어막을 30초간 생성합니다.","datan\common\arm28_ozs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm28_ozs_ea482b30.obj","","191","178","datan/common/arm28_ozs.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm29_sdbt","선더볼트","3029","선더볼트","공격 받은 유닛은 선더볼트 유닛의 와트에 비례한 시간만큼 멈추게 됩니다.\n유닛 와트 500 이상부터 최대 3개, 와트 800 이상부터 최대 5개의 적을 공격합니다.\n적 유닛의 방어력 50을 무시합니다.","datan\common\arm29_sdbt.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm29_sdbt_291ce62e.obj","","426","334","datan/common/arm29_sdbt.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm3_krst","Arm3 Krst","3003","","","datan\common\arm3_krst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm3_krst_c49c0c78.obj","","174","199","datan/common/arm3_krst.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm30_sm","서먼","3030","서먼","특수기술(키보드 C) 버튼을 눌러 400와트를 소모해서 선택된 범위의 유닛을 자신에게 소환 시킬 수 있습니다.","datan\common\arm30_sm.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm30_sm_359935d2.obj","","120","122","datan/common/arm30_sm.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm31_skokr","스카이킬러","3031","스카이킬러","적 유닛의 방어력 10를 무시합니다.\n지상 유닛으로 조립하여도 공중 적 유닛에게는 모든 데미지를 줍니다.","datan\common\arm31_skokr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm31_skokr_34910848.obj","","298","324","datan/common/arm31_skokr.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm32_sppoo","스핏파이어","3032","스핏파이어","적 유닛의 방어력 30을 무시합니다.","datan\common\arm32_sppoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm32_sppoo_7cc1e4c9.obj","","705","386","datan/common/arm32_sppoo.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm33_hkoo","호크아이","3033","호크아이","특수기술(키보드 C) 버튼을 눌러 100와트를 소모해서 선택된 지역을 5초간 볼 수 있습니다.","datan\common\arm33_hkoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm33_hkoo_2f3221a1.obj","","327","265","datan/common/arm33_hkoo.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm34_skpo","스콜피오","3034","스콜피오","공격후 잠시동안 이동할 수 없습니다.","datan\common\arm34_skpo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm34_skpo_66ab9840.obj","","339","319","datan/common/arm34_skpo.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm35_ons","오닉스","3035","오닉스","적 유닛의 방어력 10을 무시합니다.","datan\common\arm35_ons.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm35_ons_8d7b076f.obj","","330","285","datan/common/arm35_ons.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm36_bnso","버닝소울","3036","버닝소울","적 유닛의 방어력 10을 무시합니다.","datan\common\arm36_bnso.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm36_bnso_b047ecaf.obj","","319","281","datan/common/arm36_bnso.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm37_sts","스틱스","3037","스틱스","적 유닛 공격 시 적 유닛의 방어력을 3배로 인식합니다.\n적에게 주는 데미지 15%를 자신의 체력으로 회복 시킵니다.","datan\common\arm37_sts.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm37_sts_881e108b.obj","","268","287","datan/common/arm37_sts.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm39_hmsk","해머쇼크","3039","해머쇼크","특수기술(키보드 C) 버튼을 눌러 자신의 방어력을 상승 시킵니다.","datan\common\arm39_hmsk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm39_hmsk_40bfb86e.obj","","720","496","datan/common/arm39_hmsk.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm4_bk","발칸","3004","발칸","적 유닛 공격 시 적 유닛의 방어력을 1.5배로 인식합니다.","datan\common\arm4_bk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm4_bk_14ec86a5.obj","","168","135","datan/common/arm4_bk.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm41_onoo","아누아이","3041","아누아이","방어력 60 무시\n스타쉽, 포퍼스에게는 30% 추가데미지\n지상 유닛으로 조립하여도 공중 유닛에게는 모든 데미지를 줌.","datan\common\arm41_onoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm41_onoo_c56a3962.obj","","256","292","datan/common/arm41_onoo.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm43_przso","프리징소울","3043","프리징소울","공격 받은 적 유닛은 3초동안 이동 불가 상태가 됩니다.","datan\common\arm43_przso.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm43_przso_8b357f45.obj","","455","409","datan/common/arm43_przso.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm46_dbkr","데빌클로","3046","데빌클로","적 유닛의 방어력 200을 무시합니다.\n적 방어력 3당 1의 추가 피해를 입힙니다.","datan\common\arm46_dbkr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm46_dbkr_c141629d.obj","","653","658","datan/common/arm46_dbkr.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:111:120|4:75:90|5:105:110|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm5_dmsz","Arm5 Dmsz","3005","","","datan\common\arm5_dmsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm5_dmsz_470fcf84.obj","","81","80","datan/common/arm5_dmsz.xfi","4","numeric_slot_code","","","0","","7","0:100:120|1:15:45|2:0:15|3:90:100|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm55_bbs","베베세","3055","베베세","특수기술(키보드 C) 버튼을 눌러 자신의 공격력을 30% 상승 시킵니다.\m공중 전용 공격부품.","datan\common\arm55_bbs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm55_bbs_a08fbf66.obj","","724","444","datan/common/arm55_bbs.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm6_msg","Arm6 Msg","3006","","","datan\common\arm6_msg.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm6_msg_42fcf388.obj","","332","330","datan/common/arm6_msg.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm7_br","Arm7 Br","3007","","","datan\common\arm7_br.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm7_br_167b4a0e.obj","","354","352","datan/common/arm7_br.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm71_toptower","Arm71 Toptower","3071","","","datan\common\arm71_toptower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm71_toptower_dff01294.obj","","436","288","datan/common/arm71_toptower.xfi","4","numeric_slot_code","","","0","","7","0:2:45|1:0:0|2:0:0|3:100:110|4:0:0|5:80:100|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm72_larmtower","Arm72 Larmtower","3072","","","datan\common\arm72_larmtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm72_larmtower_a3bd9541.obj","","437","259","datan/common/arm72_larmtower.xfi","5","numeric_slot_code","","","0","","8","0:0:9|1:0:0|2:0:0|3:20:30|4:0:0|5:0:0|6:0:0|8:40:50","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm73_rarmtower","Arm73 Rarmtower","3073","","","datan\common\arm73_rarmtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm73_rarmtower_d1d37d59.obj","","437","259","datan/common/arm73_rarmtower.xfi","6","numeric_slot_code","","","0","","8","0:0:9|1:0:0|2:0:0|3:20:30|4:0:0|5:0:0|6:0:0|8:40:50","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm74_lshdtower","Arm74 Lshdtower","3074","","","datan\common\arm74_lshdtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm74_lshdtower_2fb1a076.obj","","316","191","datan/common/arm74_lshdtower.xfi","5","numeric_slot_code","","","0","","7","0:0:60|1:0:0|2:0:0|3:60:75|4:0:0|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm75_rshdtower","Arm75 Rshdtower","3075","","","datan\common\arm75_rshdtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm75_rshdtower_064eff20.obj","","316","191","datan/common/arm75_rshdtower.xfi","6","numeric_slot_code","","","0","","7","0:0:60|1:0:0|2:0:0|3:60:75|4:0:0|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm76_orns","Arm76 Orns","3076","","","datan\common\arm76_orns.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm76_orns_0e2c75e5.obj","","356","404","datan/common/arm76_orns.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm77_osdor","Arm77 Osdor","3077","","","datan\common\arm77_osdor.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm77_osdor_357035d7.obj","","696","502","datan/common/arm77_osdor.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:111:120|4:75:90|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm78_rdoot","Arm78 Rdoot","3078","","","datan\common\arm78_rdoot.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm78_rdoot_a5e758cd.obj","","954","546","datan/common/arm78_rdoot.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:110|4:45:60|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm79_snop","Arm79 Snop","3079","","","datan\common\arm79_snop.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm79_snop_6cf17a91.obj","","655","617","datan/common/arm79_snop.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:110|4:45:60|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm8_do","듀얼건","3008","듀얼건","유닛 공격 시 적 유닛의 방어력을 1.1배로 인식합니다.","datan\common\arm8_do.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm8_do_c62ca52b.obj","","211","238","datan/common/arm8_do.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm80_opkrs","Arm80 Opkrs","3080","","","datan\common\arm80_opkrs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm80_opkrs_4f585881.obj","","185","121","datan/common/arm80_opkrs.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm81_rtro","Arm81 Rtro","3081","","","datan\common\arm81_rtro.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm81_rtro_5b428409.obj","","308","180","datan/common/arm81_rtro.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_arm9_omg","Arm9 Omg","3009","","","datan\common\arm9_omg.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm9_omg_ca67501c.obj","","154","158","datan/common/arm9_omg.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","","","","","","datan\common\armtowermis.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_armtowermis_d738b30f.obj","datan_common_armtowermis_d738b30f.TGA","8","5","datan/common/armtowermis.xfi","4","numeric_slot_code","","","0","","7","0:0:40|1:0:0|2:0:0|3:0:0|4:0:0|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm56_prrs","프롤릭스G","3056","프롤릭스G","","datan\common\g_arm56_prrs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm56_prrs_6c1c56c2.obj","","240","266","datan/common/g_arm56_prrs.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm57_prs","팔랑스G","3057","팔랑스G","적 유닛 공격 시 적 유닛의 방어력을 1.5배로 인식합니다.","datan\common\g_arm57_prs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm57_prs_44d72b9d.obj","","272","216","datan/common/g_arm57_prs.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm58_dbkr","데빌클로G","3058","데빌클로G","적 유닛의 방어력 200을 무시합니다.\n적 방어력 3당 1의 추가 피해를 입힙니다.","datan\common\g_arm58_dbkr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm58_dbkr_7cd10af8.obj","","653","658","datan/common/g_arm58_dbkr.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:111:120|4:75:90|5:105:110|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm93_rtro","G Arm93 Rtro","3093","","","datan\common\g_arm93_rtro.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm93_rtro_f416628c.obj","","308","180","datan/common/g_arm93_rtro.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm94_rdoot","G Arm94 Rdoot","3094","","","datan\common\g_arm94_rdoot.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm94_rdoot_4fcdfa0d.obj","","954","546","datan/common/g_arm94_rdoot.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:110|4:45:60|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm95_sppoo","G Arm95 Sppoo","3095","","","datan\common\g_arm95_sppoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm95_sppoo_e264d51a.obj","","705","386","datan/common/g_arm95_sppoo.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:120|4:75:90|5:0:0|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm96_snop","G Arm96 Snop","3096","","","datan\common\g_arm96_snop.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm96_snop_a7da7dc8.obj","","655","617","datan/common/g_arm96_snop.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:105:110|4:45:60|5:0:0|6:0:0","parsed"
"Firepower","UnitParts/ArmWeapons","nova_fire_g_arm97_rkog","G Arm97 Rkog","3097","","","datan\common\g_arm97_rkog.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm97_rkog_6bb685ea.obj","","628","394","datan/common/g_arm97_rkog.xfi","4","numeric_slot_code","","","0","","7","0:90:105|1:15:45|2:0:15|3:110:120|4:75:90|5:105:110|6:45:75","parsed"
"Firepower","UnitParts/ArmWeapons","","","","","","datan\common\��ĳ��_Front.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Front_64e84891.obj","datan_common___Front_64e84891.TGA","150","167","datan/common/��ĳ��_Front.xfi","front|0","named_attach_slot","front","0","0","","2","0:0:80|3:80:120","parsed"
